# cache=data/cache_win/compounds.sqlite params=data/cc_params_win.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
reaction_id	name	status	dg_prime_kJ_per_mol	uncertainty_kJ_per_mol	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol	formula
rxn26655	3-cis,cis-delta7,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28433					seed:cpd28433 = seed:cpd00001 + seed:cpd28631
rxn26656	cerotoyl-CoA carboxylase	ok	15.873	3.385	3.794	0.809	seed:cpd00011 + seed:cpd26581 = seed:cpd00067 + seed:cpd26582
rxn26657	3-cis,cis-delta19,37-3-hydroxyC56:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28416					seed:cpd28416 = seed:cpd00001 + seed:cpd28626
rxn26658	3-oxo-behenoyl-[acp] synthase	compound not in cache: seed:cpd22388					seed:cpd00067 + seed:cpd00070 + seed:cpd22388 = seed:cpd00010 + seed:cpd00011 + seed:cpd22073
rxn26659	cis,cis-delta19,31-C50:2-[acp] reductase	compound not in cache: seed:cpd28415					seed:cpd28415 = seed:cpd28388
rxn26660	3-oxo-behenoyl-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd01393 + seed:cpd11492 = seed:cpd00010 + seed:cpd00011 + seed:cpd22073
rxn26661	cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28424					seed:cpd28424 = seed:cpd00001 + seed:cpd28628
rxn26662	trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28631					seed:cpd00004 + seed:cpd00067 + seed:cpd28631 = seed:cpd00003 + seed:cpd28435
rxn26663	trehalose-cis-methoxy-mono-mycolate transport	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn26664	trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28626					seed:cpd00004 + seed:cpd00067 + seed:cpd28626 = seed:cpd00003 + seed:cpd28418
rxn26665	trehalose-trans-methoxy-mono-mycolate transport	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn26666	trehalose-cis-keto-mono-mycolate transport	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn26667	trehalose-trans-keto-mono-mycolate transport	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn26668	cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28402					seed:cpd00005 + seed:cpd00067 + seed:cpd28402 = seed:cpd00006 + seed:cpd28401
rxn26669	trans-docos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28636					seed:cpd00004 + seed:cpd00067 + seed:cpd28636 = seed:cpd00003 + seed:cpd22441
rxn26670	3-oxo-lignoceroyl-[acyl-carrier protein] synthase	compound not in cache: seed:cpd22441					seed:cpd00067 + seed:cpd00070 + seed:cpd22441 = seed:cpd00010 + seed:cpd00011 + seed:cpd22079
rxn26671	3-oxo-lignoceroyl-[acyl-carrier protein] reductase	compound not in cache: seed:cpd22079					seed:cpd00005 + seed:cpd00067 + seed:cpd22079 = seed:cpd00006 + seed:cpd28028
rxn26672	trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28632					seed:cpd00004 + seed:cpd00067 + seed:cpd28632 = seed:cpd00003 + seed:cpd28438
rxn26673	3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28028					seed:cpd28028 = seed:cpd00001 + seed:cpd28637
rxn26674	trans-tetracos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28637					seed:cpd00004 + seed:cpd00067 + seed:cpd28637 = seed:cpd00003 + seed:cpd27404
rxn26675	trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28613					seed:cpd28613 = seed:cpd28423
rxn26676	cerotoyl-[acyl-carrier protein] reductase	compound not in cache: seed:cpd26686					seed:cpd00010 + seed:cpd26686 = seed:cpd11493 + seed:cpd26581
rxn26677	3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28401					seed:cpd28401 = seed:cpd00001 + seed:cpd28621
rxn26678	cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28435 = seed:cpd00011 + seed:cpd27255 + seed:cpd28440
rxn26679	arachidoyl-[acyl-carrier protein] reductase	compound not in cache: seed:cpd22388					seed:cpd00010 + seed:cpd22388 = seed:cpd01393 + seed:cpd11493
rxn26680	alpha-meroacyl transferase	compound not in cache: seed:cpd28373					seed:cpd28373 = seed:cpd28374
rxn26681	cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28438 = seed:cpd00011 + seed:cpd27255 + seed:cpd28390
rxn26682	cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28418 = seed:cpd00011 + seed:cpd27255 + seed:cpd28420
rxn26683	RXN1G-6.c	ok	-243.338	200008.006	-58.159	47803.061	seed:cpd00025 + 2 seed:cpd00067 + 2 seed:cpd04105 = 2 seed:cpd00001 + seed:cpd08341
rxn26684	trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28621					seed:cpd00004 + seed:cpd00067 + seed:cpd28621 = seed:cpd00003 + seed:cpd28403
rxn26685	cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28440					seed:cpd00005 + seed:cpd00067 + seed:cpd28440 = seed:cpd00006 + seed:cpd28439
rxn26686	cis,cis-delta21,39-3-oxo-C58:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28420					seed:cpd00005 + seed:cpd00067 + seed:cpd28420 = seed:cpd00006 + seed:cpd28419
rxn26687	cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28390					seed:cpd00005 + seed:cpd00067 + seed:cpd28390 = seed:cpd00006 + seed:cpd28389
rxn26688	3-cis,cis-delta9,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28439					seed:cpd28439 = seed:cpd00001 + seed:cpd28633
rxn26689	3-cis-delta21,39-3-hydroxyC58:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28419					seed:cpd28419 = seed:cpd00001 + seed:cpd28627
rxn26690	cis,cis-delta17,29-3-oxo-C48:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28403 = seed:cpd00011 + seed:cpd27255 + seed:cpd28408
rxn26691	trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28610					seed:cpd28610 = seed:cpd28422
rxn26692	trans-delta2-cis,cis-delta21,39-C58:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28627					seed:cpd00004 + seed:cpd00067 + seed:cpd28627 = seed:cpd00003 + seed:cpd28421
rxn26693	trans-delta2-cis,cis-delta9,27-C46:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28633					seed:cpd00004 + seed:cpd00067 + seed:cpd28633 = seed:cpd00003 + seed:cpd28441
rxn26694	cis-methoxy-meroacyl transferase	compound not in cache: seed:cpd28471					seed:cpd28471 = seed:cpd28472
rxn26695	cis,cis-delta17,29-3-oxo-C48:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28408					seed:cpd00005 + seed:cpd00067 + seed:cpd28408 = seed:cpd00006 + seed:cpd28407
rxn26696	cis-delta5-3-oxo-C24:1-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28461					seed:cpd00005 + seed:cpd00067 + seed:cpd28461 = seed:cpd00006 + seed:cpd28460
rxn26697	3-cis,cis-delta17,29-3-hydroxyC48:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28407					seed:cpd28407 = seed:cpd00001 + seed:cpd28623
rxn26698	cis,cis-delta5,23-3-oxo-C42:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28423 = seed:cpd00011 + seed:cpd27255 + seed:cpd28428
rxn26699	6-O-mycolyl-trehalose O-mycolyltransferase	ok	9.839	3.212	2.352	0.768	seed:cpd00523 + seed:cpd26591 = seed:cpd26585 + seed:cpd26586
rxn26700	6-O-cis-methoxy-mycolyl-trehalose O-mycolyltransferase	ok	9.839	3.212	2.352	0.768	seed:cpd00523 + seed:cpd26562 = seed:cpd26585 + seed:cpd26587
rxn26701	6-O-trans-methoxy-mycolyl-trehalose O-mycolyltransferase	ok	9.839	3.212	2.352	0.768	seed:cpd00523 + seed:cpd26563 = seed:cpd26585 + seed:cpd26588
rxn26702	6-O-cis-keto-mycolyl-trehalose O-mycolyltransferase	ok	9.839	3.212	2.352	0.768	seed:cpd00523 + seed:cpd26564 = seed:cpd26585 + seed:cpd26589
rxn26703	6-O-trans-keto-mycolyl-trehalose O-mycolyltransferase	ok	9.839	3.212	2.352	0.768	seed:cpd00523 + seed:cpd26565 = seed:cpd26585 + seed:cpd26590
rxn26704	cis,cis-delta11,29-3-oxo-C48:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28441 = seed:cpd00011 + seed:cpd27255 + seed:cpd28393
rxn26705	trans-delta2-cis,cis-delta17,29-C48:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28623					seed:cpd00004 + seed:cpd00067 + seed:cpd28623 = seed:cpd00003 + seed:cpd28409
rxn26706	cis-delta17-3-oxo-C36:1-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28450 = seed:cpd00011 + seed:cpd27255 + seed:cpd28452
rxn26707	cis,cis-delta11,29-3-oxo-C48:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28393					seed:cpd00005 + seed:cpd00067 + seed:cpd28393 = seed:cpd00006 + seed:cpd28392
rxn26708	trans-methoxy-meroacyl transferase	compound not in cache: seed:cpd28640					seed:cpd28640 = seed:cpd28641
rxn26709	cis-keto-meroacyl-transferase	compound not in cache: seed:cpd28469					seed:cpd28469 = seed:cpd28470
rxn26710	trans-keto-meroacyl transferase	compound not in cache: seed:cpd28638					seed:cpd28638 = seed:cpd28639
rxn26711	cis-delta17-3-oxo-C36:1-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28452					seed:cpd00005 + seed:cpd00067 + seed:cpd28452 = seed:cpd00006 + seed:cpd28451
rxn26712	cis,cis-delta19,31-3-oxo-C50:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28409 = seed:cpd00011 + seed:cpd27255 + seed:cpd28414
rxn26713	cis,cis-delta11,29-3-hydroxyC48:2-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28392					seed:cpd28392 = seed:cpd00001 + seed:cpd28618
rxn26714	3-oxo-C78-alpha-mycolate synthase	compound not in cache: seed:cpd21913					seed:cpd21913 + seed:cpd28374 = seed:cpd00011 + seed:cpd22066
rxn26715	3-oxo-C85-cis-methoxy-mycolate-synthase	compound not in cache: seed:cpd21913					seed:cpd21913 + seed:cpd28472 = seed:cpd00011 + seed:cpd22067
rxn26716	3-oxo-C86-trans-methoxy-mycolate-synthase	compound not in cache: seed:cpd21913					seed:cpd21913 + seed:cpd28641 = seed:cpd00011 + seed:cpd22069
rxn26717	cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28426 = seed:cpd00011 + seed:cpd27255 + seed:cpd28431
rxn26718	3-oxo-C86-cis-keto-mycolate synthase	compound not in cache: seed:cpd21913					seed:cpd21913 + seed:cpd28470 = seed:cpd00011 + seed:cpd22068
rxn26719	3-oxo-C87-trans-mycolate synthase	compound not in cache: seed:cpd21913					seed:cpd21913 + seed:cpd28639 = seed:cpd00011 + seed:cpd22070
rxn26720	cis-delta17-3-hydroxyC36:1-[acyl-carrier protein] dehydratase	compound not in cache: seed:cpd28451					seed:cpd28451 = seed:cpd00001 + seed:cpd28611
rxn26721	trans-delta2-cis,cis-delta11,29-C48:3-[acyl-carrier protein] reductase (NADPH, B-specific)	compound not in cache: seed:cpd28618					seed:cpd00004 + seed:cpd00067 + seed:cpd28618 = seed:cpd00003 + seed:cpd28394
rxn26722	cis,cis-delta17,35-3-oxo-C54:2-[acyl-carrier protein] synthase	compound not in cache: seed:cpd11492					seed:cpd11492 + seed:cpd28406 = seed:cpd00011 + seed:cpd27255 + seed:cpd28411
rxn26723	cis,cis-delta19,31-3-oxo-C50:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28414					seed:cpd00005 + seed:cpd00067 + seed:cpd28414 = seed:cpd00006 + seed:cpd28413
rxn26724	trans-delta2-cis-delta17-C36:2-[acyl-carrier protein] reductase	compound not in cache: seed:cpd28611					seed:cpd00004 + seed:cpd00067 + seed:cpd28611 = seed:cpd00003 + seed:cpd28453
rxn26725	cis-methoxy-meroacyl-AMP transferase	compound not in cache: seed:cpd21913					seed:cpd00067 + seed:cpd26579 + seed:cpd26582 = seed:cpd00010 + seed:cpd00018 + seed:cpd21913 + seed:cpd28471
rxn26726	RXN3DJ-11100.c	compound not in cache: seed:cpd26597					seed:cpd26597 = 2 seed:cpd00067 + seed:cpd26685
rxn26727	RXN3DJ-118.c	compound not in cache: seed:cpd27059					seed:cpd00623 + seed:cpd27059 = seed:cpd00010 + seed:cpd00067 + seed:cpd26597
rxn26729	aromatic-L-amino-acid decarboxylase	ok	-23.332	3.385	-5.576	0.809	seed:cpd00067 + seed:cpd00749 = seed:cpd00011 + seed:cpd00579
rxn26730	RXN3DJ-64.c	ok	-11.966	2.299	-2.860	0.550	seed:cpd00001 + seed:cpd00144 = seed:cpd00014 + seed:cpd27109
rxn26731	3-demethylubiquinol-6 3-O-methyltransferase	ok	-1.704	100004.378	-0.407	23901.620	seed:cpd00017 + seed:cpd21868 = seed:cpd00019 + seed:cpd00067 + seed:cpd15291
rxn26732	3-demethylubiquinol-6 3-O-methyltransferase	ok	-1.704	100004.378	-0.407	23901.620	seed:cpd00017 + seed:cpd21868 = seed:cpd00019 + seed:cpd00067 + seed:cpd15291
rxn26733	RXN3O-117.c	compound not in cache: seed:cpd22290					seed:cpd15291 + seed:cpd22290 = seed:cpd15290 + seed:cpd26978
rxn26734	RXN3O-12.c	ok	-424.884	3.820	-101.550	0.913	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd03439 = seed:cpd00001 + seed:cpd00006 + seed:cpd21870
rxn26735	RXN3O-12.m	ok	-424.884	3.820	-101.550	0.913	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd03439 = seed:cpd00001 + seed:cpd00006 + seed:cpd21870
rxn26736	RXN3O-130.r	ok	-1265.297	100012.333	-302.413	23903.521	3 seed:cpd00005 + 3 seed:cpd00007 + 2 seed:cpd00067 + seed:cpd01188 = 4 seed:cpd00001 + 3 seed:cpd00006 + seed:cpd00047 + seed:cpd08302
rxn26737	RXN3O-130.w	ok	-1265.297	100012.333	-302.413	23903.521	3 seed:cpd00005 + 3 seed:cpd00007 + 2 seed:cpd00067 + seed:cpd01188 = 4 seed:cpd00001 + 3 seed:cpd00006 + seed:cpd00047 + seed:cpd08302
rxn26738	dihydrospingosine C-4 hydroxylase	ok	-392.468	3.295	-93.802	0.788	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd00623 = seed:cpd00001 + seed:cpd00006 + seed:cpd08926
rxn26739	ceramide synthase	compound not in cache: seed:cpd22319					seed:cpd08926 + seed:cpd22319 = 3 seed:cpd00067 + seed:cpd27876
rxn26740	RXN3O-4042.c	compound not in cache: seed:cpd27876					seed:cpd27876 = seed:cpd22362
rxn26741	RXN3O-4110.c	compound not in cache: seed:cpd26978					seed:cpd14552 + seed:cpd26978 = seed:cpd03035 + seed:cpd22290
rxn26742	RXN3O-4110.r	compound not in cache: seed:cpd26978					seed:cpd14552 + seed:cpd26978 = seed:cpd03035 + seed:cpd22290
rxn26743	RXN3O-4113.m	ok	21.098	1.134	5.042	0.271	seed:cpd00003 + seed:cpd03597 = seed:cpd00004 + seed:cpd00067 + seed:cpd02361
rxn26744	RXN3O-470.c	ok	-11.635	3.115	-2.781	0.745	2 seed:cpd00071 = seed:cpd00361
rxn26745	RXN3O-470.n	ok	-11.635	3.115	-2.781	0.745	2 seed:cpd00071 = seed:cpd00361
rxn26746	phytospingosine-1-P phosphatase	ok	18.291	1.446	4.372	0.346	seed:cpd00009 + seed:cpd08926 = seed:cpd00001 + seed:cpd27794
rxn26747	RXN3O-58.c	ok	-424.847	3.820	-101.541	0.913	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd09429 = seed:cpd00001 + seed:cpd00006 + seed:cpd03092
rxn26748	inositol phosphoceramide synthase	compound not in cache: seed:cpd22362					seed:cpd22362 + seed:cpd27308 = seed:cpd27295
rxn26749	inositol phosphorylceramide mannosyltransferase	compound not in cache: seed:cpd27295					seed:cpd00083 + seed:cpd27295 = seed:cpd00031 + seed:cpd27455
rxn26750	RXN3O-680.c	compound not in cache: seed:cpd27455					seed:cpd00067 + seed:cpd27308 + seed:cpd27455 = seed:cpd00001 + seed:cpd27454
rxn26751	RXN3O-75.c	compound not in cache: seed:cpd26978					seed:cpd00007 + seed:cpd21869 + seed:cpd26978 = seed:cpd00001 + seed:cpd21868 + seed:cpd22290
rxn26752	RXN490-3608.c	ok	-18.535	1.837	-4.430	0.439	seed:cpd28214 + seed:cpd28293 = seed:cpd00014 + seed:cpd26598
rxn26753	Aspartate--tRNA ligase	compound not in cache: seed:cpd22284					seed:cpd00002 + seed:cpd00041 + seed:cpd22284 = seed:cpd00012 + seed:cpd00018 + seed:cpd00067 + seed:cpd27374
rxn26754	plastocyanin:ferredoxin oxidoreductase (light-dependent)	compound not in cache: seed:cpd11632					seed:cpd11632 + seed:cpd27757 + seed:cpd27884 = seed:cpd27746 + seed:cpd28082
rxn26755	plastocyanin:ferredoxin oxidoreductase (light-dependent)	compound not in cache: seed:cpd11632					seed:cpd11632 + seed:cpd27757 + seed:cpd27884 = seed:cpd27746 + seed:cpd28082
rxn26756	RXN4FS-1.c	compound not in cache: seed:cpd11423					seed:cpd02200 + seed:cpd11423 = seed:cpd00046 + seed:cpd00067 + seed:cpd24463
rxn26757	RXN4FS-10.c	ok	-58.239	2.589	-13.919	0.619	seed:cpd14652 = 2 seed:cpd00067 + seed:cpd00765
rxn26758	RXN4FS-11.c	ok	-49.370	2.287	-11.800	0.547	seed:cpd00765 = seed:cpd00059 + 2 seed:cpd00067
rxn26759	RXN4FS-12.c	ok	3.925	4.164	0.938	0.995	seed:cpd00485 + seed:cpd01536 = seed:cpd00083 + seed:cpd26629
rxn26760	RXN4FS-13.c	ok	11.840	6.073	2.830	1.452	seed:cpd00089 + seed:cpd01536 = seed:cpd00315 + seed:cpd26629
rxn26761	RXN4FS-14.c	ok	-7.448	5.057	-1.780	1.209	seed:cpd00315 = seed:cpd00083
rxn26762	phosphatidyl-N-dimethylethanolamine N-methyltransferase	compound not in cache: seed:cpd24349					seed:cpd00017 + seed:cpd24349 = seed:cpd00019 + seed:cpd00067 + seed:cpd11624
rxn26763	phosphatidyl-N-dimethylethanolamine N-methyltransferase	compound not in cache: seed:cpd24349					seed:cpd00017 + seed:cpd24349 = seed:cpd00019 + seed:cpd00067 + seed:cpd11624
rxn26764	RXN4FS-20.c	compound not in cache: seed:cpd26978					seed:cpd09441 + seed:cpd26978 = seed:cpd09442 + seed:cpd22290
rxn26765	RXN4FS-21.c	ok	0.000	0.000	0.000	0.000	seed:cpd09442 = seed:cpd26600
rxn26766	cis-abscisic alcohol monooxygenase	compound not in cache: seed:cpd27638					seed:cpd00007 + seed:cpd09442 + seed:cpd27638 = seed:cpd00001 + seed:cpd03624 + seed:cpd27640
rxn26769	trans-abscisic alcohol monooxygenase	compound not in cache: seed:cpd27638					seed:cpd00007 + seed:cpd26600 + seed:cpd27638 = seed:cpd00001 + seed:cpd24848 + seed:cpd27640
rxn26772	RXN4FS-3.c	ok	-6.864	1.734	-1.641	0.414	seed:cpd00052 + seed:cpd09444 = seed:cpd00012 + seed:cpd26599
rxn26773	RXN4FS-4.c	compound not in cache: seed:cpd11423					seed:cpd11423 + seed:cpd26599 = seed:cpd00046 + seed:cpd00067 + seed:cpd24349
rxn26774	RXN4FS-8.c	ok	-2.533	2.392	-0.605	0.572	seed:cpd00009 + seed:cpd14654 = seed:cpd00031 + seed:cpd14653
rxn26775	RXN4FS-9.c	ok	-21.457	1.636	-5.128	0.391	seed:cpd00001 + seed:cpd14653 = seed:cpd00009 + seed:cpd14652
rxn26776	RXN66-1.c	ok	-298.039	3.550	-71.233	0.848	seed:cpd00025 + seed:cpd00363 = 2 seed:cpd00001 + seed:cpd00071
rxn26777	RXN66-1.x	ok	-298.039	3.550	-71.233	0.848	seed:cpd00025 + seed:cpd00363 = 2 seed:cpd00001 + seed:cpd00071
rxn26778	RXN66-101.c	ok	54.342	11.763	12.988	2.811	seed:cpd00001 + seed:cpd00554 = seed:cpd00055 + 2 seed:cpd00067 + seed:cpd03934
rxn26779	RXN66-103.c	ok	-97.407	8.977	-23.281	2.146	seed:cpd00001 + seed:cpd03934 = 5 seed:cpd00067 + seed:cpd24389
rxn26780	RXN66-104.c	unbalanced					seed:cpd24389 = seed:cpd24401
rxn26781	RXN66-105.c	unbalanced					seed:cpd24401 = seed:cpd20823
rxn26782	RXN66-11.c	ok	-389.864	3.332	-93.180	0.796	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd03039 = seed:cpd00001 + seed:cpd00006 + seed:cpd25356
rxn26783	RXN66-11.r	ok	-389.864	3.332	-93.180	0.796	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd03039 = seed:cpd00001 + seed:cpd00006 + seed:cpd25356
rxn26784	RXN66-12.c	ok	-428.912	3.660	-102.512	0.875	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd25356 = 2 seed:cpd00001 + seed:cpd00006 + seed:cpd25357
rxn26785	RXN66-12.r	ok	-428.912	3.660	-102.512	0.875	seed:cpd00005 + seed:cpd00007 + seed:cpd00067 + seed:cpd25356 = 2 seed:cpd00001 + seed:cpd00006 + seed:cpd25357
rxn26786	RXN66-13.c	ok	-446.521	100007.743	-106.721	23902.424	seed:cpd00005 + seed:cpd00007 + seed:cpd25357 = seed:cpd00001 + seed:cpd00006 + seed:cpd00047 + seed:cpd25358
rxn26787	RXN66-13.r	ok	-446.521	100007.743	-106.721	23902.424	seed:cpd00005 + seed:cpd00007 + seed:cpd25357 = seed:cpd00001 + seed:cpd00006 + seed:cpd00047 + seed:cpd25358
rxn26788	RXN66-14.c	ok	-15.402	7.862	-3.681	1.879	seed:cpd00005 + seed:cpd00067 + seed:cpd25358 = seed:cpd00006 + seed:cpd14644
rxn26789	RXN66-14.n	ok	-15.402	7.862	-3.681	1.879	seed:cpd00005 + seed:cpd00067 + seed:cpd25358 = seed:cpd00006 + seed:cpd14644
rxn26790	RXN66-141.c	ok	31.940	1.904	7.634	0.455	2 seed:cpd00067 + seed:cpd20823 = seed:cpd20833
rxn26791	RXN66-142.c	ok	0.627	1.572	0.150	0.376	seed:cpd20833 = seed:cpd00001 + seed:cpd24403
rxn26792	RXN66-144.c	ok	-7.710	2.150	-1.843	0.514	2 seed:cpd00067 + seed:cpd24403 = seed:cpd22104
rxn26793	RXN66-145.c	unbalanced					seed:cpd22104 = seed:cpd22052
