# cache=data/modelseed_cache_msd/compounds.sqlite params=data/cc_params_msd.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
compound_id	name	formula	status	dgf_prime_kJ_per_mol	uncertainty_kJ_per_mol	dgf_prime_kcal_per_mol	uncertainty_kcal_per_mol
cpd06081	Simplexin	C30H44O8	compound not in cache				
cpd06082	Sorgolactone	C18H20O5	ok	227.164	24.537	54.294	5.864
cpd06083	Evodiamine	C19H17N3O	ok	1010.417	16.209	241.495	3.874
cpd06084	Spruceanol	C20H28O2	undecomposable				
cpd06085	Stevioside	C38H60O18	undecomposable				
cpd06086	Strigol	C19H22O6	ok	153.094	24.428	36.590	5.838
cpd06087	Fruticosonine	C20H29N2O	ok	1315.984	10.458	314.528	2.500
cpd06088	Synaptolepis factor K1	C36H54O8	undecomposable				
cpd06089	Gabunamine	C42H52N4O5	undecomposable				
cpd06090	Taxodione	C20H26O3	compound not in cache				
cpd06091	Gabunine	C42H52N4O5	undecomposable				
cpd06092	Taxodone	C20H28O3	ok	762.987	100021.734	182.358	23905.768
cpd06093	Geissoschizoline	C19H27N2O	undecomposable				
cpd06094	Terpenoid EA-I	C30H40O8	undecomposable				
cpd06095	Geissospermine	C40H49N4O3	undecomposable				
cpd06096	Tinyatoxin	C36H38O8	undecomposable				
cpd06097	Tripdiolide	C20H24O7	undecomposable				
cpd06098	Gelsemicine	C20H27N2O4	undecomposable				
cpd06099	Triptolide	C20H24O6	undecomposable				
cpd06100	Zoapatanol	C20H34O4	ok	1075.187	7.985	256.976	1.908
cpd06101	Cichoriin	C15H16O9	ok	-316.370	100007.554	-75.614	23902.379
cpd06102	Gelsemine	C20H23N2O2	undecomposable				
cpd06103	Haplophytine	C37H41N4O7	undecomposable				
cpd06104	Harman	C12H10N2	ok	725.765	8.276	173.462	1.978
cpd06105	Columbianetin	C14H14O4	ok	352.748	100011.564	84.309	23903.338
cpd06106	Hodgkinsine	C33H39N6	undecomposable				
cpd06107	11-Hydroxycanthin-6-one	C14H8N2O2	ok	232.788	141432.414	55.638	33803.158
cpd06108	Lenticin	C14H18N2O2	ok	673.434	100008.145	160.955	23902.520
cpd06109	Ibogaine	C20H27N2O	undecomposable				
cpd06110	Ibogamine	C19H25N2	compound not in cache				
cpd06111	Daphnoretin	C19H12O7	ok	219.355	200013.690	52.427	47804.419
cpd06112	Isoajmaline	C20H26N2O2	undecomposable				
cpd06113	Vinrosidine	C46H60N4O9	undecomposable				
cpd06114	Leurosine	C46H58N4O9	undecomposable				
cpd06115	Mahanimbine	C23H25NO	ok	1284.807	15.131	307.076	3.616
cpd06116	Melosatin A	C21H22NO4	ok	570.658	9.417	136.390	2.251
cpd06117	Melosatin B	C19H19NO2	ok	774.001	7.184	184.991	1.717
cpd06118	Mesembrenone	C17H22NO3	undecomposable				
cpd06119	Mesembrine	C17H24NO3	undecomposable				
cpd06120	Mesembrinol	C17H26NO3	undecomposable				
cpd06121	Mitragynine	C23H31N2O4	ok	954.717	100017.783	228.183	23904.824
cpd06122	Mitraphylline	C21H25N2O4	undecomposable				
cpd06123	Murrayanine	C14H11NO2	ok	433.851	10.330	103.693	2.469
cpd06124	Ochrolifuanine A	C29H36N4	ok	1901.349	100027.051	454.433	23907.039
cpd06125	Olivacine	C17H14N2	ok	967.818	14.152	231.314	3.383
cpd06126	Perlolyrine	C16H12N2O2	ok	731.481	100009.106	174.828	23902.750
cpd06127	Physovenine	C14H18N2O3	undecomposable				
cpd06128	Psychotridine	C55H64N10	undecomposable				
cpd06129	Quadrigemine A	C44H52N8	undecomposable				
cpd06130	Quebrachamine	C19H27N2	ok	1354.811	173218.693	323.808	41400.261
cpd06131	Rhyncophylline	C22H29N2O4	undecomposable				
cpd06132	Roxburghine B	C31H32N4O2	undecomposable				
cpd06133	Rutecarpine	C18H13N3O	ok	748.247	100017.622	178.835	23904.785
cpd06134	Sarpagine	C19H22N2O2	compound not in cache				
cpd06135	Sempervirine	C19H16N2	ok	1035.056	100019.716	247.384	23905.286
cpd06136	Serpentine	C21H21N2O3	ok	725.062	100021.863	173.294	23905.799
cpd06137	Tabernamine	C40H49N4O2	compound not in cache				
cpd06138	Tetrahydroharmine	C13H17N2O	ok	715.427	12.379	170.991	2.959
cpd06139	Tabersonine	C21H25N2O2	compound not in cache				
cpd06140	Thienodolin	C11H7ClN2OS	ok	319.494	100010.575	76.361	23903.101
cpd06141	Toxiferine I	C40H46N4O2	undecomposable				
cpd06142	Trichotomine	C30H18N4O6	ok	360.209	34.760	86.092	8.308
cpd06143	Tubulosine	C29H39N3O3	ok	1370.033	100025.221	327.446	23906.602
cpd06144	Usambarensine	C29H28N4	ok	1813.167	23.741	433.357	5.674
cpd06145	Usambarine	C30H35N4	ok	1997.841	100025.359	477.496	23906.635
cpd06146	Vincamine	C21H26N2O3	undecomposable				
cpd06147	Voacamine	C43H53N4O5	undecomposable				
cpd06148	Vobasine	C21H24N2O3	ok	872.460	24.961	208.523	5.966
cpd06149	Vobtusine	C43H52N4O6	compound not in cache				
cpd06150	Vomicine	C22H25N2O4	undecomposable				
cpd06151	Yohimbine	C21H27N2O3	ok	786.787	100029.639	188.047	23907.658
cpd06152	Decuroside III	C26H34O14	ok	-161.759	100012.520	-38.661	23903.566
cpd06153	Decursin	C19H20O5	ok	564.184	100012.313	134.843	23903.516
cpd06154	Decursinol	C14H14O4	ok	356.148	100011.696	85.121	23903.369
cpd06155	Dihydrosamidin	C21H24O7	ok	348.808	100012.633	83.367	23903.593
cpd06156	Disenecionyl cis-khellactone	C24H26O7	ok	604.314	100013.536	144.434	23903.809
cpd06157	(3'R,4'R)-3'-Epoxyangeloyloxy-4'-acetoxy-3',4'-dihydroseselin	C21H22O8	ok	160.613	100013.326	38.387	23903.759
cpd06158	Esculetin	C9H6O4	ok	-27.936	100008.849	-6.677	23902.689
cpd06159	Esculin	C15H16O9	ok	-316.698	100007.554	-75.693	23902.379
cpd06160	Fraxetin	C10H8O5	ok	-129.141	100009.118	-30.865	23902.753
cpd06161	Fraxin	C16H18O10	ok	-418.919	100008.939	-100.124	23902.710
cpd06162	Heliettin	C19H22O4	ok	788.823	100013.056	188.533	23903.694
cpd06163	Herniarin	C10H8O3	ok	283.887	100006.258	67.851	23902.069
cpd06164	Imperatorin	C16H14O4	ok	649.809	141433.642	155.308	33803.452
cpd06165	Isosamidin	C21H22O7	ok	342.564	100012.827	81.875	23903.639
cpd06166	Leptodactylone	C11H10O5	ok	-24.190	100008.872	-5.782	23902.694
cpd06167	Libanorin	C19H20O5	ok	561.122	100012.776	134.111	23903.627
cpd06168	Luvangetin	C15H14O4	ok	396.061	100011.942	94.661	23903.428
cpd06169	Tabernanthine	C20H27N2O	undecomposable				
cpd06170	Mammeisin	C25H26O5	ok	882.226	100015.078	210.857	23904.177
cpd06171	Marmesin	C14H14O4	ok	352.748	100011.564	84.309	23903.338
cpd06172	Micromelin	C15H12O6	ok	100.383	141433.514	23.992	33803.421
cpd06173	Nodakenetin	C14H14O4	ok	352.748	100011.564	84.309	23903.338
cpd06174	Nodakenin	C20H24O9	ok	95.664	100012.257	22.864	23903.503
cpd06175	Osthol	C15H16O3	ok	713.972	100007.094	170.643	23902.269
cpd06176	Ostruthin	C19H22O3	ok	1047.125	100008.882	250.269	23902.696
cpd06177	Oxypeucedanin	C16H14O5	ok	467.857	141434.032	111.821	33803.545
cpd06178	Peucedanin	C15H14O4	ok	558.669	141434.006	133.525	33803.539
cpd06179	Peucenidin	C21H22O7	ok	339.502	100013.184	81.143	23903.725
cpd06180	Pimpinellin	C13H10O5	ok	197.867	141434.217	47.291	33803.589
cpd06181	Absinthin	C30H40O6	undecomposable				
cpd06182	Achillin	C15H18O3	ok	299.415	24.365	71.562	5.823
cpd06183	Acroptilin	C19H23ClO7	ok	-26.174	100027.637	-6.256	23907.179
cpd06184	Alantolactone	C15H20O2	ok	623.205	100018.752	148.949	23905.055
cpd06185	Alatolide	C19H26O6	ok	302.254	16.919	72.240	4.044
cpd06186	Amaralin	C15H20O4	ok	265.818	100033.002	63.532	23908.461
cpd06187	Ambrosin	C15H18O3	ok	401.692	100020.816	96.007	23905.549
cpd06188	Angustibalin	C17H20O5	ok	180.073	100020.906	43.038	23905.570
cpd06189	Anisatin	C15H20O8	undecomposable				
cpd06190	Arbusculin A	C15H22O3	ok	499.219	100021.756	119.316	23905.773
cpd06191	Archangelolide	C29H40O10	ok	264.854	30.549	63.302	7.301
cpd06192	Arctiopicrin	C19H26O6	ok	302.254	16.919	72.240	4.044
cpd06193	Arctolide	C17H20O6	ok	43.583	100021.884	10.417	23905.804
cpd06194	Arnicolide A	C17H22O5	ok	221.891	100020.929	53.033	23905.576
cpd06195	Aromaticin	C15H18O3	ok	401.692	100020.816	96.007	23905.549
cpd06196	Artabsin	C15H20O3	ok	379.361	24.234	90.669	5.792
cpd06197	Artecanin	C15H18O5	undecomposable				
cpd06198	Arteglasin A	C17H20O5	ok	143.064	100030.062	34.193	23907.759
cpd06199	Artemisiifolin	C15H20O4	ok	332.578	16.370	79.488	3.912
cpd06200	Ficusin	C11H6O3	ok	401.105	141433.616	95.866	33803.446
cpd06201	Sulfur dioxide	O2S	ok	-300.702	2.933	-71.870	0.701
cpd06202	Pteryxin	C21H22O7	ok	342.564	100012.827	81.875	23903.639
cpd06203	Rutamarin	C21H24O5	ok	735.448	100014.991	175.776	23904.157
cpd06204	Rutarin	C20H24O10	ok	-142.660	100011.765	-34.097	23903.386
cpd06205	Samidin	C21H22O7	ok	342.564	100012.827	81.875	23903.639
cpd06206	Scoparone	C11H10O4	ok	182.268	100007.763	43.563	23902.429
cpd06207	Seselin	C14H12O3	ok	497.680	100011.678	118.948	23903.365
cpd06208	5,6,7-Trimethoxycoumarin	C12H12O5	ok	80.649	100010.017	19.275	23902.968
cpd06209	Trioxsalen	C14H12O3	ok	640.393	141434.891	153.058	33803.750
cpd06210	Umbelliferone	C9H6O3	ok	178.440	100007.265	42.648	23902.310
cpd06211	Visnadin	C21H24O7	ok	348.808	100012.633	83.367	23903.593
cpd06212	Xanthyletin	C14H12O3	ok	497.680	100011.678	118.948	23903.365
cpd06213	Abyssinone I	C20H18O4	ok	319.708	14.118	76.412	3.374
cpd06214	Abyssinone V	C25H28O5	ok	654.818	13.605	156.505	3.252
cpd06215	Afzelechin	C15H14O5	ok	-144.349	11.197	-34.500	2.676
cpd06216	2'-Hydroxychalcone	C15H12O2	ok	527.965	5.470	126.187	1.307
cpd06217	Actinodaphine	C18H18NO4	undecomposable				
cpd06218	Adiantifoline	C42H51N2O9	undecomposable				
cpd06219	(+)-Adlumine	C21H21NO6	ok	138.326	16.801	33.061	4.016
cpd06220	Aknadicine	C19H24NO5	undecomposable				
cpd06221	Alamarine	C19H18N2O4	ok	327.017	100015.812	78.159	23904.353
cpd06222	Alangicine	C28H37N2O5	ok	946.135	100023.158	226.132	23906.108
cpd06223	Alangimarckine	C29H39N3O3	ok	1369.969	100025.221	327.430	23906.602
cpd06224	Alangimarine	C19H16N2O3	ok	485.398	100015.779	116.013	23904.345
cpd06225	Alangiside	C25H31NO10	compound not in cache				
cpd06226	Alpinine	C23H29NO6	ok	585.469	23.579	139.930	5.636
cpd06227	THF-L-glutamate	C29H33N9O12	compound not in cache				
cpd06228	Amurensine	C19H20NO4	undecomposable				
cpd06229	Amurine	C19H20NO4	undecomposable				
cpd06230	Ancistrocladine	C25H30NO4	ok	818.662	17.807	195.665	4.256
cpd06231	Angoline	C22H21NO5	ok	427.843	19.085	102.257	4.561
cpd06232	Ankorine	C19H30NO4	ok	619.721	100016.494	148.117	23904.516
cpd06233	Anolobine	C17H16NO3	undecomposable				
cpd06234	Anonaine	C17H16NO2	undecomposable				
cpd06235	(-)-Apoglaziovine	C18H20NO3	undecomposable				
cpd06236	(-)-Argemonine	C21H25NO4	ok	558.422	24.527	133.466	5.862
cpd06237	Armepavine	C19H24NO3	ok	702.012	11.573	167.785	2.766
cpd06238	Atheroline	C19H15NO5	ok	33.142	100017.327	7.921	23904.715
cpd06239	Artemisin	C15H18O4	ok	206.563	100017.916	49.370	23904.856
cpd06240	Artemorin	C15H20O3	ok	509.029	16.938	121.661	4.048
cpd06241	Autumnolide	C15H20O5	ok	97.912	100032.694	23.401	23908.388
cpd06242	Atherospermidine	C18H11NO4	ok	41.812	100015.769	9.993	23904.343
cpd06243	Backebergine	C11H11NO2	ok	320.720	7.987	76.654	1.909
cpd06244	Baileyin	C15H20O4	ok	360.580	100021.424	86.181	23905.694
cpd06245	Bakkenolide A	C15H22O2	ok	733.585	200011.997	175.331	47804.015
cpd06246	Budlein A	C20H22O7	ok	137.560	100018.776	32.878	23905.061
cpd06247	Bebeerine	C36H40N2O6	compound not in cache				
cpd06248	Calaxin	C19H20O6	ok	207.141	100018.865	49.508	23905.082
cpd06249	Canin	C15H18O5	undecomposable				
cpd06250	Chamissonin	C15H20O4	ok	320.702	16.129	76.650	3.855
cpd06251	Chamissonin diacetate	C19H24O6	ok	213.275	17.336	50.974	4.143
cpd06252	Berbamine	C37H42N2O6	undecomposable				
cpd06253	Chlorochrymorin	C15H19ClO5	undecomposable				
cpd06254	Chlorohyssopifolin A	C19H24Cl2O7	ok	-103.521	28.627	-24.742	6.842
cpd06255	Berberastine	C20H18NO5	ok	108.293	100018.404	25.883	23904.972
cpd06256	Chromolaenide	C22H28O7	ok	318.995	17.564	76.242	4.198
cpd06257	Cnicin	C20H26O7	ok	227.133	16.984	54.286	4.059
cpd06258	Conchosin A	C15H18O5	ok	60.963	100027.176	14.571	23907.069
cpd06259	Bicuculline	C20H17NO6	ok	10.580	15.599	2.529	3.728
cpd06260	Boldine	C19H22NO4	undecomposable				
cpd06261	Bracteoline	C19H21NO4	undecomposable				
cpd06262	Bulbocapnine	C19H20NO4	undecomposable				
cpd06263	(-)-Caaverine	C17H18NO2	undecomposable				
cpd06264	Calafatimine	C38H41N2O7	undecomposable				
cpd06265	Cancentrine	C36H35N2O7	undecomposable				
cpd06266	Capaurine	C21H25NO5	ok	378.973	24.520	90.577	5.860
cpd06267	Capnoidine	C20H17NO6	ok	10.580	15.599	2.529	3.728
cpd06268	Conchosin B	C17H20O6	ok	30.866	100015.221	7.377	23904.211
cpd06269	Confertiflorin	C17H22O5	ok	219.983	100021.655	52.577	23905.749
cpd06270	Carnegine	C13H20NO2	ok	591.331	11.179	141.332	2.672
cpd06271	Confertifolin	C15H22O2	ok	667.231	100019.128	159.472	23905.145
cpd06272	Caseadine	C20H23NO4	ok	480.346	22.945	114.805	5.484
cpd06273	Confertin	C15H20O3	ok	441.603	100021.638	105.546	23905.745
cpd06274	Coriamyrtin	C15H18O5	ok	129.464	200032.305	30.943	47808.868
cpd06275	Cassyfiline	C19H20NO5	undecomposable				
cpd06276	Coronopilin	C15H20O4	ok	288.649	100015.773	68.989	23904.343
cpd06277	Costunolide	C15H20O2	ok	656.515	16.959	156.911	4.053
cpd06278	alpha-Cyclocostunolide	C15H20O2	ok	607.677	100021.738	145.238	23905.769
cpd06279	beta-Cyclocostunolide	C15H20O2	ok	628.098	100022.303	150.119	23905.904
cpd06280	Cynaropicrin	C19H22O6	ok	170.099	29.022	40.655	6.936
cpd06281	Damsin	C15H20O3	ok	441.603	100021.638	105.546	23905.745
cpd06282	Dehydrocostus lactone	C15H18O2	ok	540.355	29.298	129.148	7.002
cpd06283	Deoxyelephantopin	C19H20O6	ok	165.948	24.344	39.662	5.818
cpd06284	(+)-Cassythicine	C19H19NO4	undecomposable				
cpd06285	Cephaeline	C28H40N2O4	ok	1146.531	100023.063	274.027	23906.086
cpd06286	Cepharanthine	C37H40N2O6	undecomposable				
cpd06287	8-Deoxylactucin	C15H16O4	ok	101.566	24.368	24.275	5.824
cpd06288	Corpaine	C20H19NO6	undecomposable				
cpd06289	Desacetoxymatricarin	C15H18O3	ok	299.415	24.365	71.562	5.823
cpd06290	Desacetyleupaserrin	C20H26O6	ok	372.708	16.812	89.079	4.018
cpd06291	Dihydrogriesenin	C15H18O4	undecomposable				
cpd06292	Dihydromikanolide	C15H16O6	ok	-110.135	100041.217	-26.323	23910.425
cpd06293	Cularicine	C18H17NO4	undecomposable				
cpd06294	Drimenin	C15H22O2	ok	674.033	100019.128	161.098	23905.145
cpd06295	Cularidine	C19H21NO4	undecomposable				
cpd06296	Eleganin	C22H26O9	ok	-41.479	100033.317	-9.914	23908.537
cpd06297	Elephantin	C20H22O7	ok	124.368	100029.743	29.725	23907.682
cpd06298	Elephantopin	C19H20O7	ok	37.919	100029.701	9.063	23907.672
cpd06299	Encelin	C15H16O3	ok	359.873	100021.136	86.012	23905.625
cpd06300	Enhydrin	C23H28O10	ok	-141.402	100022.977	-33.796	23906.065
cpd06301	Eremanthin	C15H18O2	ok	519.934	28.726	124.267	6.866
cpd06302	Eremantholide A	C19H24O6	undecomposable				
cpd06303	Eremofrullanolide	C15H20O2	ok	623.205	100018.752	148.949	23905.055
cpd06304	Eremophilenolide	C15H22O2	ok	642.695	100019.204	153.608	23905.163
cpd06305	Cularimine	C19H22NO4	undecomposable				
cpd06306	Cularine	C20H23NO4	undecomposable				
cpd06307	Erioflorin acetate	C21H26O7	ok	260.548	100022.223	62.272	23905.885
cpd06308	Erioflorin methacrylate	C23H28O7	ok	435.849	100022.516	104.170	23905.955
cpd06309	Eriolangin	C20H28O6	ok	407.729	16.158	97.450	3.862
cpd06310	Daphnandrine	C36H40N2O6	undecomposable				
cpd06311	Eupachlorin	C20H25ClO7	ok	39.658	22.567	9.479	5.394
cpd06312	Eupachlorin acetate	C22H27ClO8	ok	-14.055	23.055	-3.359	5.510
cpd06313	Daphnoline	C35H38N2O6	undecomposable				
cpd06314	Dauricine	C38H46N2O6	ok	1365.676	25.100	326.404	5.999
cpd06315	Emetamine	C29H37N2O4	ok	1160.700	100020.637	277.414	23905.506
cpd06316	Emetine	C29H42N2O4	ok	1251.372	100023.204	299.085	23906.119
cpd06317	Erysonine	C17H19NO3	undecomposable				
cpd06318	Erysotrine	C19H23NO3	undecomposable				
cpd06319	Erythratidine	C19H25NO4	undecomposable				
cpd06320	Eupachloroxin	C20H25ClO8	ok	-88.370	100026.576	-21.121	23906.925
cpd06321	Eschscholtzidine	C20H21NO4	ok	360.660	24.597	86.200	5.879
cpd06322	Eupacunin	C22H28O7	ok	307.118	17.385	73.403	4.155
cpd06323	Eupacunolin	C22H28O8	ok	151.088	17.185	36.111	4.107
cpd06324	Eupacunoxin	C22H28O8	ok	125.167	17.496	29.916	4.182
cpd06325	Fagaridine	C20H15NO4	ok	269.860	18.833	64.498	4.501
cpd06326	Eupaformonin	C17H22O5	ok	266.989	16.618	63.812	3.972
cpd06327	Eupaformosanin	C22H28O8	ok	162.964	17.383	38.949	4.155
cpd06328	Eupahyssopin	C20H26O7	ok	256.556	100021.841	61.318	23905.794
cpd06329	Euparotin	C20H24O7	ok	117.005	100021.142	27.965	23905.627
cpd06330	Euparotin acetate	C22H26O8	ok	63.292	100021.736	15.127	23905.769
cpd06331	Eupaserrin	C22H28O7	ok	310.865	17.313	74.299	4.138
cpd06332	Eupatocunin	C22H28O7	ok	307.118	17.385	73.403	4.155
cpd06333	Fagaronine	C21H20NO4	ok	467.686	19.568	111.780	4.677
cpd06334	Eupatocunoxin	C22H28O8	ok	125.167	17.496	29.916	4.182
cpd06335	Eupatolide	C15H20O3	ok	488.608	16.508	116.780	3.946
cpd06336	Fetidine	C40H47N2O8	undecomposable				
cpd06337	Eupatoriopicrin	C20H26O6	ok	384.584	17.064	91.918	4.079
cpd06338	Eupatoroxin	C20H24O8	ok	-11.023	200026.711	-2.635	47807.531
cpd06339	Fumaricine	C21H24NO5	undecomposable				
cpd06340	Gigantine	C13H20NO3	ok	384.073	11.511	91.796	2.751
cpd06341	Glaucine	C21H26NO4	undecomposable				
cpd06342	10-epi-Eupatoroxin	C20H24O8	ok	-11.023	200026.711	-2.635	47807.531
cpd06343	Eupatundin	C20H24O7	ok	111.175	100027.049	26.572	23907.039
cpd06344	Euponin	C20H24O6	ok	248.783	100030.090	59.461	23907.765
cpd06345	Farinosin	C15H18O4	ok	230.995	100020.697	55.209	23905.520
cpd06346	Fastigilin B	C20H26O6	ok	308.933	100018.641	73.837	23905.029
cpd06347	Fastigilin C	C20H24O6	ok	267.114	100018.523	63.842	23905.001
cpd06348	Florilenalin	C15H20O4	ok	243.570	28.526	58.215	6.818
cpd06349	Frullanolide	C15H20O2	ok	600.876	100019.467	143.613	23905.226
cpd06350	Gaillardin	C17H22O5	ok	169.436	28.353	40.496	6.777
cpd06351	Geigerin	C15H20O4	ok	200.550	25.497	47.933	6.094
cpd06352	Glaziovine	C18H20NO3	undecomposable				
cpd06353	Gyrocarpine	C37H42N2O6	undecomposable				
cpd06354	Hasubanonine	C21H28NO5	undecomposable				
cpd06355	Heliamine	C11H16NO2	ok	407.075	10.955	97.293	2.618
cpd06356	Hernandezine	C39H46N2O7	undecomposable				
cpd06357	(-)-alpha-Hydrastine	C21H21NO6	ok	208.358	15.046	49.799	3.596
cpd06358	Glaucolide A	C23H28O10	ok	-141.613	100019.854	-33.846	23905.319
cpd06359	Ipecoside	C27H35NO12	ok	-8.230	9.522	-1.967	2.276
cpd06360	Glaucolide B	C21H26O10	ok	-316.914	100019.607	-75.744	23905.260
cpd06361	Glechomanolide	C15H20O2	ok	629.293	15.299	150.405	3.656
cpd06362	Goyazensolide	C19H20O7	ok	51.111	100018.702	12.216	23905.043
cpd06363	Gradolide	C25H34O7	ok	522.143	29.438	124.795	7.036
cpd06364	Graminiliatrin	C22H26O9	ok	-75.943	200033.144	-18.151	47809.069
cpd06365	Granilin	C15H20O4	ok	292.285	100021.504	69.858	23905.713
cpd06366	Asebogenin	C16H16O5	ok	18.672	7.637	4.463	1.825
cpd06367	Grosshemin	C15H18O4	ok	185.953	28.471	44.444	6.805
cpd06368	Helenalin	C15H18O4	ok	233.786	100020.523	55.876	23905.479
cpd06369	Heliangin	C20H26O6	ok	400.710	100021.658	95.772	23905.750
cpd06370	Hiyodorilactone A	C22H28O8	ok	162.964	17.383	38.949	4.155
cpd06371	7alpha-Hydroxydehydrocostus lactone	C15H18O3	ok	387.401	23.509	92.591	5.619
cpd06372	Hydroxyvernolide	C19H22O8	undecomposable				
cpd06373	Auriculoside	C22H26O10	ok	-366.993	11.639	-87.714	2.782
cpd06374	Betagarin	C18H16O6	ok	-189.659	11.948	-45.330	2.856
cpd06375	Hymenoflorin	C15H20O5	ok	116.783	100020.614	27.912	23905.500
cpd06376	Hymenolin	C15H20O4	ok	290.558	100015.155	69.445	23904.196
cpd06377	Hymenoxon	C15H22O5	ok	254.913	100020.871	60.926	23905.562
cpd06378	Inulicin	C17H24O5	ok	292.620	15.989	69.938	3.821
cpd06379	Isoalantolactone	C15H20O2	ok	628.098	100022.303	150.119	23905.904
cpd06380	Isohelenol	C15H18O5	ok	50.533	100017.792	12.078	23904.826
cpd06381	Isomontanolide	C22H30O7	ok	260.394	29.059	62.236	6.945
cpd06382	Isotenulin	C17H22O5	ok	221.891	100020.929	53.033	23905.576
cpd06383	Ivalin	C15H20O3	ok	460.191	100021.876	109.988	23905.802
cpd06384	Lactucin	C15H16O5	ok	-66.341	24.096	-15.856	5.759
cpd06385	Lactupicrin	C23H22O7	ok	-2.806	25.820	-0.671	6.171
cpd06386	Laserolide	C22H30O6	ok	525.853	17.714	125.682	4.234
cpd06387	Laurenobiolide	C17H22O4	compound not in cache				
cpd06388	Liatrin	C22H26O8	ok	157.879	100016.477	37.734	23904.512
cpd06389	Ligulatin B	C17H22O5	ok	223.729	100021.706	53.473	23905.761
cpd06390	Linderane	C15H16O4	undecomposable				
cpd06391	Linifolin A	C17H20O5	ok	180.073	100020.906	43.038	23905.570
cpd06392	Lipiferolide	C17H22O5	ok	306.867	100021.866	73.343	23905.800
cpd06393	Ludovicin A	C15H20O4	ok	311.742	200026.849	74.508	47807.564
cpd06394	Matricin	C17H22O5	ok	164.543	25.261	39.327	6.038
cpd06395	Melampodin A	C21H24O9	ok	-195.852	27.792	-46.810	6.642
cpd06396	Melampodinin	C25H30O12	ok	-440.527	28.472	-105.289	6.805
cpd06397	Mellitoxin	C15H18O7	ok	-191.397	200025.606	-45.745	47807.267
cpd06398	Mexicanin E	C14H16O3	ok	270.942	27.989	64.757	6.690
cpd06399	Mexicanin I	C15H18O4	ok	233.786	100020.523	55.876	23905.479
cpd06400	Broussin	C16H16O3	ok	334.881	8.453	80.038	2.020
cpd06401	Michelenolide	C15H20O4	ok	400.458	200028.477	95.712	47807.953
cpd06402	Micheliolide	C15H20O3	ok	384.254	25.744	91.839	6.153
cpd06403	Microhelenin A	C15H18O4	undecomposable				
cpd06404	Microhelenin C	C20H26O5	ok	483.641	100021.262	115.593	23905.655
cpd06405	Microlenin	C29H34O7	undecomposable				
cpd06406	Mikanolide	C15H14O6	ok	-151.954	100041.457	-36.318	23910.482
cpd06407	Molephantin	C19H22O6	ok	213.975	16.637	51.141	3.976
cpd06408	Molephantinin	C20H24O6	ok	300.424	16.732	71.803	3.999
cpd06409	Multigilin	C20H24O6	ok	267.114	100018.523	63.842	23905.001
cpd06410	Multiradiatin	C20H22O6	compound not in cache				
