ID	GC	EQ
cpd00622	-34.72|2.65	nan
cpd00623	-58.44|1.39	331.41|1.34
cpd00624	-65.2|6.65	nan
cpd00625	-84.62|3.03	50.59|33800.52
cpd00626	-723.12|2.95	-478.23|1.28
cpd00627	-16.75|0.98	150.34|1.76
cpd00628	-153.8|5.22	nan
cpd00629	-785.2|4.21	-421.79|23900.57
cpd00630	-189.74|0.39	-130.23|0.40
cpd00631	-112.2|1.67	-51.86|0.85
cpd00632	10000000.0|10000000.0	nan
cpd00633	-80.98|0.48	-2.80|0.71
cpd00634	-282.98|1.72	-144.82|2.32
cpd00635	10000000.0|10000000.0	nan
cpd00636	-20.76|1.26	81.48|1.72
cpd00637	-75.91|0.82	30.47|0.94
cpd00638	-572.03|4.3	-347.73|1.57
cpd00639	-45.21|2.43	32.76|23900.57
cpd00640	10000000.0|10000000.0	nan
cpd00641	-2.41|1.14	115.42|0.96
cpd00642	-181.19|0.72	-64.04|0.33
cpd00643	-466.4|2.88	-83.38|23900.57
cpd00644	-188.54|0.85	-28.78|1.07
cpd00645	-88.39|1.35	233.31|1.37
cpd00646	10000000.0|10000000.0	nan
cpd00647	-167.37|0.33	-128.38|0.39
cpd00648	-277.41|7.0	438.35|143235.03
cpd00649	-639.42|3.23	-310.32|16900.26
cpd00650	-761.78|3.58	nan
cpd00651	-232.24|0.7	-145.05|0.29
cpd00652	-311.88|0.82	-234.47|0.40
cpd00653	-268.66|0.89	-162.25|0.33
cpd00654	-93.04|1.84	42.60|1.04
cpd00655	-539.49|3.46	-221.29|1.99
cpd00656	-535.24|4.53	nan
cpd00657	-72.97|1.35	nan
cpd00658	-169.49|1.41	-106.83|1.85
cpd00659	18.26|1.52	nan
cpd00660	-780.97|3.58	-378.76|1.94
cpd00661	3.18|7.26	nan
cpd00662	-6.3|7.26	nan
cpd00663	-764.06|3.56	-421.47|2.00
cpd00664	10000000.0|10000000.0	221.29|23900.57
cpd00665	-376.76|3.02	nan
cpd00666	-239.04|0.45	-200.09|0.35
cpd00667	70.9|2.67	354.28|2.53
cpd00668	-153.18|0.44	-81.14|0.41
cpd00669	-107.83|0.4	-20.60|0.33
cpd00670	20.43|1.05	100.63|0.78
cpd00671	-901.69|3.6	-528.94|1.90
cpd00672	-262.39|1.3	-173.60|0.46
cpd00673	-72.07|1.44	17.19|0.84
cpd00674	-195.7|3.51	208.49|2.89
cpd00675	6.45|2.9	nan
cpd00676	10000000.0|10000000.0	nan
cpd00677	89.73|2.76	155.79|0.67
cpd00678	180.62|3.27	370.33|3.16
cpd00679	-256.55|1.98	-99.79|23900.57
cpd00680	10000000.0|10000000.0	29.37|23900.57
cpd00681	-102.31|2.09	nan
cpd00682	-965.77|4.33	-509.90|2.73
cpd00683	-2.14|2.78	49.93|16170.40
cpd00684	-145.2|0.97	-82.67|0.65
cpd00685	nan	nan
cpd00686	nan	nan
cpd00687	-221.0|3.96	nan
cpd00688	-39.0|0.67	19.88|0.84
cpd00689	-118.18|1.37	-2.69|0.94
cpd00690	-59.92|2.65	82.03|23900.57
cpd00691	-724.33|2.97	-521.20|1.23
cpd00693	-70.47|0.28	-11.79|0.17
cpd00694	-39.87|3.03	32.60|16170.40
cpd00695	-146.46|0.66	-94.08|0.66
cpd00696	-279.4|2.98	-162.73|1.19
cpd00697	-242.32|3.57	-205.56|16170.40
cpd00698	-247.6|3.57	-147.02|0.87
cpd00699	-214.49|0.92	-147.71|1.47
cpd00700	-257.85|3.03	-130.05|0.62
cpd00701	-71.09|1.34	27.01|1.65
cpd00702	-23.54|4.33	65.39|32834.59
cpd00703	-23.83|1.56	49.35|1.02
cpd00704	19.39|1.57	121.19|1.04
cpd00705	-162.51|0.42	-65.59|0.68
cpd00706	-108.16|0.7	-79.97|0.84
cpd00707	-88.08|1.47	189.91|1.85
cpd00708	-114.99|4.96	-107.70|28222.58
cpd00709	-218.28|1.54	-101.72|0.27
cpd00710	10000000.0|10000000.0	nan
cpd00711	9.97|0.98	nan
cpd00712	-149.1|0.49	-55.89|1.21
cpd00713	-152.03|3.8	-44.98|0.91
cpd00714	-68.66|0.27	-10.84|0.19
cpd00715	-47.04|2.23	-7.99|1.64
cpd00716	10000000.0|10000000.0	nan
cpd00717	-153.65|2.27	-87.07|2.69
cpd00718	-220.9|0.98	-211.72|0.65
cpd00719	-716.3|3.68	nan
cpd00720	17.44|1.66	145.37|1.15
cpd00721	-14.44|1.69	105.13|1.25
cpd00722	-161.6|0.52	-72.22|0.79
cpd00723	103.63|3.17	267.06|23900.57
cpd00724	-218.28|1.54	-100.46|0.34
cpd00725	10000000.0|10000000.0	nan
cpd00726	-7.64|0.47	103.99|0.65
cpd00727	-335.48|0.21	-305.86|0.30
cpd00728	-119.74|0.31	-47.33|0.39
cpd00729	-40.43|0.65	81.76|0.71
cpd00730	10000000.0|10000000.0	nan
cpd00731	-118.69|0.78	-1.40|0.68
cpd00732	-260.04|1.4	-148.50|2.52
cpd00733	nan	nan
cpd00734	nan	nan
cpd00735	-494.35|3.31	-114.93|23900.57
cpd00736	-430.78|1.51	nan
cpd00737	-31.21|1.47	28.03|1.18
cpd00738	-336.65|0.33	-269.10|0.27
cpd00739	-134.09|2.49	nan
cpd00740	10.95|2.08	86.04|23900.57
cpd00741	-722.71|2.97	nan
cpd00742	-127.56|0.95	-88.74|1.10
cpd00743	-901.69|3.6	nan
cpd00744	-104.61|0.98	-2.23|0.79
cpd00745	-121.36|0.24	-75.41|0.71
cpd00746	-49.58|1.09	51.44|1.09
cpd00747	-102.38|0.86	-32.21|2.06
cpd00748	10000000.0|10000000.0	nan
cpd00749	-64.48|1.57	37.09|1.20
cpd00750	-182.05|1.5	-64.31|0.26
cpd00751	-182.05|1.5	-64.71|0.44
cpd00752	-75.15|1.35	-53.76|0.56
cpd00753	10000000.0|10000000.0	nan
cpd00754	-363.5|4.93	66.50|3.65
cpd00755	-479.5|6.22	-157.21|4.51
cpd00756	-73.28|1.2	8.08|23900.57
cpd00757	-108.79|0.69	60.61|23900.57
cpd00758	-24.81|1.29	190.15|1.51
cpd00759	-253.14|1.66	-103.97|1.54
cpd00760	-782.78|3.57	-378.23|1.97
cpd00761	16.4|6.94	nan
cpd00762	-72.6|1.54	43.02|1.33
cpd00763	-197.26|0.82	-138.08|0.69
cpd00764	-80.99|0.68	123.10|0.72
cpd00765	-215.78|1.15	-119.97|0.47
cpd00766	nan	nan
cpd00767	-195.35|0.71	-126.88|0.49
cpd00768	-115.69|1.4	-41.65|1.45
cpd00769	-193.7|0.7	-137.55|1.31
cpd00770	-192.08|0.72	-116.39|1.32
cpd00771	-155.58|0.96	-58.91|1.03
cpd00772	-115.26|0.76	19.00|0.66
cpd00773	-820.27|3.25	-537.65|1.48
cpd00774	10000000.0|10000000.0	-195.15|95602.29
cpd00775	-150.1|0.46	-56.29|1.03
cpd00776	119.31|3.22	594.18|3.34
cpd00777	42.33|1.66	140.22|2.12
cpd00778	-32.0|1.34	-13.42|0.87
cpd00779	-53.29|2.85	19.36|2.15
cpd00780	-197.26|0.82	-138.08|0.69
cpd00781	-260.64|0.72	-173.06|0.30
cpd00782	-857.18|3.62	-447.24|1.95
cpd00783	10000000.0|10000000.0	nan
cpd00784	-47.48|1.15	10.97|1.71
cpd00785	-332.78|1.65	-283.31|16900.26
cpd00786	-401.52|0.72	-284.85|0.33
cpd00787	-144.49|3.7	-3.02|27863.96
cpd00788	-115.71|0.69	-39.02|0.45
cpd00789	-290.03|1.75	-234.77|16900.26
cpd00790	-159.98|0.54	-50.26|0.51
cpd00791	10000000.0|10000000.0	343.06|95602.29
cpd00792	-661.18|3.42	-293.34|16900.26
cpd00793	-160.12|2.59	11.31|23900.57
cpd00794	-376.76|3.02	-163.92|0.35
cpd00795	-199.38|0.35	-142.07|0.59
cpd00796	-202.8|0.47	-118.16|1.05
cpd00797	-121.55|0.27	-55.56|0.53
cpd00798	-49.38|7.19	nan
cpd00799	10000000.0|10000000.0	nan
cpd00800	-108.22|0.56	58.63|0.52
cpd00801	-374.5|2.49	-182.14|0.68
cpd00802	-431.67|1.31	-314.54|0.33
cpd00803	-602.12|1.32	nan
cpd00804	-437.94|0.91	-302.71|0.44
cpd00805	-431.67|1.31	-313.55|0.30
cpd00806	-393.69|0.66	-276.62|0.65
cpd00807	-214.91|1.15	-95.46|1.02
cpd00808	-393.5|0.57	-295.16|0.44
cpd00809	-335.03|0.36	-247.03|0.38
cpd00810	-479.18|1.9	-356.74|1.38
cpd00811	17.65|2.17	112.07|1.01
cpd00812	-370.27|0.47	-260.32|0.52
cpd00813	-88.86|1.1	-60.32|1.52
cpd00814	-102.29|0.81	-6.28|0.69
cpd00815	-110.43|0.43	-26.45|0.35
cpd00816	-139.24|1.87	-112.85|1.88
cpd00817	-392.04|0.64	-295.10|0.44
cpd00818	-430.78|1.51	-313.08|0.53
cpd00819	-179.36|1.09	-102.78|0.46
cpd00820	-215.78|1.15	-119.97|0.47
cpd00821	10000000.0|10000000.0	nan
cpd00822	-236.19|0.64	-117.20|0.60
cpd00823	-65.52|1.58	nan
cpd00824	-270.94|1.39	120.49|1.37
cpd00825	-338.18|3.32	-136.36|3.40
cpd00826	9.97|0.98	149.23|1.51
cpd00827	-127.84|6.83	-16.55|56445.16
cpd00828	-95.59|1.01	-17.77|0.92
cpd00829	37.5|1.52	286.46|1.65
cpd00830	-226.94|0.4	-189.94|0.46
cpd00831	-393.69|0.66	nan
cpd00832	-212.63|1.63	-66.21|0.50
cpd00833	-263.01|1.04	-127.39|0.46
cpd00834	-347.64|1.57	-132.24|1.45
cpd00835	nan	nan
cpd00836	-61.18|1.35	126.65|1.77
cpd00837	13.01|3.68	227.69|23900.57
cpd00838	-566.52|4.89	-151.17|3.67
cpd00839	10000000.0|10000000.0	nan
cpd00840	-84.04|0.56	58.72|0.83
cpd00841	-578.27|0.49	-469.69|0.52
cpd00842	-820.63|3.57	-440.52|1.90
cpd00843	-149.92|0.28	-118.34|0.49
cpd00844	-54.04|1.06	26.56|1.62
cpd00845	24.91|1.98	134.80|23900.57
cpd00846	nan	nan
cpd00847	-606.62|1.32	-506.50|0.51
cpd00848	-33.36|1.18	nan
cpd00849	-406.08|3.02	-517.55|41397.01
cpd00850	-406.08|3.02	-517.50|41397.01
cpd00851	-102.38|0.86	-32.21|2.09
cpd00852	-340.47|2.16	-208.44|1.61
cpd00853	-584.4|0.38	-535.48|0.51
cpd00854	-128.84|1.07	-79.51|1.03
cpd00855	-32.95|1.3	nan
cpd00856	-204.67|1.22	-172.38|0.71
cpd00857	30.13|6.82	280.73|56445.16
cpd00858	-111.43|0.36	-24.54|0.34
cpd00859	-410.45|1.97	-284.09|0.90
cpd00860	-137.39|1.43	nan
cpd00861	-756.9|3.24	-502.85|1.36
cpd00862	-430.78|1.51	nan
cpd00863	-430.78|1.51	-313.49|0.46
cpd00864	-79.05|2.23	-20.63|2.23
cpd00865	-290.39|2.32	-119.69|1.94
cpd00866	-54.71|6.89	57.42|56445.16
cpd00867	-432.46|1.45	-329.32|1.77
cpd00868	-115.3|0.9	-44.51|0.91
cpd00869	-100.68|0.82	-34.54|1.00
cpd00870	-27.79|1.98	73.71|23900.57
cpd00871	-606.0|0.57	-508.78|0.47
cpd00872	52.9|2.29	nan
cpd00873	-380.18|1.95	-257.01|0.94
cpd00874	-85.85|0.55	59.84|0.63
cpd00875	-292.98|0.94	-169.10|0.34
cpd00876	-121.55|0.27	-50.69|0.32
cpd00877	15.57|6.9	291.47|56445.16
cpd00878	10000000.0|10000000.0	nan
cpd00879	-335.43|1.49	20.02|1.43
cpd00880	-474.0|1.47	-383.80|0.34
cpd00881	-111.23|1.27	-59.34|1.08
cpd00882	-87.74|0.88	-9.10|0.67
cpd00883	10000000.0|10000000.0	nan
cpd00884	-609.78|4.18	nan
cpd00885	-1494.96|1.61	-1399.77|2.36
cpd00886	-86.3|0.31	2.09|0.33
cpd00887	-165.26|1.12	-96.70|1.03
cpd00888	-248.46|0.94	-153.13|1.11
cpd00889	10000000.0|10000000.0	nan
cpd00890	-851.04|3.53	-519.97|1.71
cpd00891	-863.85|3.55	-508.46|1.96
cpd00892	-184.71|1.45	-65.40|1.82
cpd00893	-173.48|0.87	-107.70|0.66
cpd00894	-220.14|0.59	-134.71|0.25
cpd00895	-544.24|3.41	-157.09|23390.18
cpd00896	-470.68|0.68	-385.46|0.33
cpd00897	-667.37|3.0	nan
cpd00898	-644.96|1.43	-540.30|1.81
cpd00899	-576.0|4.91	-140.80|3.67
cpd00900	-630.29|3.58	nan
cpd00901	10000000.0|10000000.0	nan
cpd00902	-487.14|1.64	-271.62|16900.26
cpd00903	-51.62|1.25	198.22|2.23
cpd00904	-23.44|6.87	66.05|56445.16
cpd00905	-936.8|2.76	-882.26|16170.40
cpd00906	-298.73|3.04	179.23|3.48
cpd00907	nan	nan
cpd00908	-311.69|0.66	nan
cpd00909	-61.42|1.7	-17.16|1.67
cpd00910	-378.44|2.81	nan
cpd00911	-428.52|1.24	-331.16|0.36
cpd00912	-177.38|1.61	-11.87|0.78
cpd00913	10000000.0|10000000.0	nan
cpd00914	-857.46|1.43	-752.84|1.89
cpd00915	-78.06|2.85	-44.35|2.15
cpd00916	-857.46|1.43	-752.84|1.89
cpd00917	-121.36|2.4	-77.07|2.30
cpd00918	-141.03|0.72	-43.87|0.49
cpd00919	-278.82|0.53	nan
cpd00920	-101.71|1.03	-24.72|0.80
cpd00921	-105.35|1.11	124.14|0.94
cpd00922	-57.33|1.59	20.93|2.09
cpd00923	-65.38|2.02	93.12|23900.57
cpd00924	-865.7|6.09	-634.69|1.88
cpd00925	-966.6|5.5	-874.88|32340.81
cpd00926	-62.32|1.37	94.06|1.19
cpd00927	-125.25|4.5	-96.25|7504.61
cpd00928	-156.48|2.67	-75.17|23900.57
cpd00929	-536.83|5.01	-99.47|3.65
cpd00930	-242.14|1.13	-160.41|1.02
cpd00931	-394.67|2.14	-253.43|1.57
cpd00932	-427.57|1.2	-349.21|1.43
cpd00933	-75.56|1.44	-34.16|0.65
cpd00934	-1069.96|1.47	-966.93|2.01
cpd00935	-81.72|1.12	4.30|0.94
cpd00936	-573.02|3.32	-174.37|23390.18
cpd00937	-140.84|1.21	-78.83|0.88
cpd00938	-213.04|1.12	-168.59|1.01
cpd00939	8.66|1.71	108.81|1.23
cpd00940	-788.5|4.9	-346.21|3.73
cpd00941	10000000.0|10000000.0	nan
cpd00942	-397.21|1.41	-274.14|1.82
cpd00943	-1282.46|1.53	-1182.57|2.17
cpd00944	40.98|4.56	11.21|14323.50
cpd00945	-432.64|0.54	-346.17|0.76
cpd00946	-309.41|5.86	678.28|6.66
cpd00947	10000000.0|10000000.0	nan
cpd00948	-812.27|3.72	nan
cpd00949	-159.43|7.08	32.44|56445.16
cpd00950	-385.32|2.06	-232.64|2.37
cpd00951	-198.75|1.3	-102.73|1.79
cpd00952	-13.29|1.65	111.80|1.24
cpd00953	-137.57|2.07	30.08|2.43
cpd00954	-3.11|2.57	8.69|16170.40
cpd00955	-110.24|7.12	173.45|56445.16
cpd00956	-392.53|1.14	-255.18|0.86
cpd00957	-338.54|2.1	-262.71|16170.40
cpd00958	-363.9|2.74	-174.35|1.04
cpd00959	10000000.0|10000000.0	nan
cpd00960	-98.19|3.04	85.73|15009.22
cpd00961	-149.24|2.63	22.08|23900.57
cpd00962	-149.43|2.64	43.77|23900.57
cpd00963	-142.06|3.0	120.47|23900.57
cpd00964	-142.25|3.0	142.15|23900.57
cpd00965	10000000.0|10000000.0	nan
cpd00966	10000000.0|10000000.0	nan
cpd00970	10000000.0|10000000.0	nan
cpd00971	10000000.0|10000000.0	nan
cpd00972	-572.43|2.79	-451.62|0.84
cpd00973	-143.42|2.97	117.36|1.71
cpd00975	10000000.0|10000000.0	nan
cpd00976	-481.74|2.69	-361.89|0.77
cpd00977	-689.74|2.7	-570.09|0.91
cpd00978	-565.93|1.8	-439.88|1.13
cpd00979	-532.59|2.73	-411.14|0.92
cpd00980	-740.59|2.74	-619.33|1.04
cpd00981	107.31|9.49	nan
cpd00982	-538.18|5.11	-218.10|2.22
cpd00984	nan	nan
cpd00985	-56.69|0.5	nan
cpd00986	-238.97|3.1	-214.54|2.65
cpd00987	10000000.0|10000000.0	nan
cpd00988	-257.85|3.03	-130.05|0.62
cpd00989	-397.77|1.88	-269.47|1.02
cpd00990	-230.02|3.58	nan
cpd00991	-153.65|2.27	nan
cpd00992	-79.76|0.31	-21.63|0.26
cpd00993	nan	nan
cpd00994	10000000.0|10000000.0	nan
cpd00995	-217.42|0.82	nan
cpd00996	-143.7|0.72	-122.80|0.71
cpd00997	-23.54|1.72	125.63|23900.57
cpd00998	6.1|1.04	180.14|0.67
cpd00999	0.19|1.23	396.76|1.65
cpd01000	-18.68|0.53	77.79|0.52
cpd01002	10000000.0|10000000.0	367.66|71701.72
cpd01003	-87.92|0.29	nan
cpd01004	4.75|0.88	61.50|1.06
cpd01005	-68.0|1.64	135.51|1.45
cpd01006	-129.98|0.99	-56.02|0.80
cpd01007	33.26|1.21	87.43|0.72
cpd01008	-3.17|1.59	115.78|1.24
cpd01009	-199.99|1.14	41.23|23900.57
cpd01010	-43.25|6.17	104.11|48386.66
cpd01011	-30.81|0.26	46.79|0.58
cpd01012	10000000.0|10000000.0	nan
cpd01013	10000000.0|10000000.0	274.90|15009.22
cpd01014	10000000.0|10000000.0	25.72|28222.58
cpd01015	-23.3|5.01	nan
cpd01016	10000000.0|10000000.0	nan
cpd01017	-113.97|0.96	-18.98|0.87
cpd01018	-159.61|1.33	-41.40|1.49
cpd01019	-264.63|2.39	-75.70|23900.57
cpd01020	-171.49|1.36	-149.92|1.50
cpd01021	-271.11|0.89	-135.65|0.74
cpd01022	-123.17|0.25	-73.26|0.21
cpd01023	-319.17|3.13	-155.36|15009.22
cpd01024	-8.21|0.5	30.74|0.71
cpd01025	-197.6|2.57	72.47|2.25
cpd01026	-391.23|12.65	nan
cpd01027	-121.3|0.56	-105.88|0.52
cpd01028	-105.3|3.05	-37.03|4.01
cpd01029	-8.06|2.78	44.25|16170.40
cpd01030	-206.24|1.81	-50.45|1.05
cpd01031	-217.42|0.82	-101.22|0.27
cpd01032	95.54|2.72	213.16|3.26
cpd01033	-54.68|0.89	17.49|0.65
cpd01034	31.63|1.17	107.08|0.61
cpd01035	-86.3|0.81	3.27|0.60
cpd01036	10000000.0|10000000.0	315.69|23900.57
cpd01037	-84.76|1.01	62.63|0.82
cpd01038	-274.1|3.32	-114.49|23900.57
cpd01039	nan	nan
cpd01040	33.1|2.84	111.80|2.57
cpd01041	-11.53|0.86	57.84|0.66
cpd01042	-11.53|0.86	57.84|0.66
cpd01043	-84.69|2.52	0.31|23900.57
cpd01044	-12.28|0.49	26.17|0.44
cpd01045	-78.84|2.89	-30.58|3.88
cpd01046	-109.81|0.41	-3.37|0.38
cpd01047	nan	nan
cpd01048	10000000.0|10000000.0	nan
cpd01049	10000000.0|10000000.0	84.45|28222.58
cpd01051	-70.08|1.32	23.83|0.87
cpd01052	52.48|1.76	174.30|1.38
cpd01053	-0.8|0.5	nan
cpd01054	4.1|0.5	nan
cpd01055	-218.28|1.54	-101.72|0.27
cpd01056	-180.96|0.65	-83.67|0.29
cpd01057	-225.44|0.99	-90.41|0.36
cpd01058	nan	nan
cpd01059	-96.58|1.32	-36.01|1.13
cpd01060	-27.86|2.25	75.71|23900.57
cpd01061	17.34|1.04	171.76|1.14
cpd01062	9.41|1.02	182.13|1.07
cpd01063	-34.73|0.95	12.25|1.12
cpd01064	7.97|1.48	72.96|2.12
cpd01065	-221.32|7.16	628.94|6.51
cpd01066	-225.44|0.99	-89.11|0.54
cpd01067	-180.06|1.37	-84.53|0.35
cpd01068	-181.62|1.35	nan
cpd01069	-323.32|3.1	-191.10|15009.22
cpd01070	7.17|2.84	176.15|1.10
cpd01071	-138.82|2.64	-72.27|23900.57
cpd01072	10000000.0|10000000.0	nan
cpd01073	-65.09|2.19	54.44|1.72
cpd01074	-376.76|3.02	-163.27|0.54
cpd01075	33.61|7.31	214.67|56445.16
cpd01076	-9.35|5.11	nan
cpd01077	-249.98|2.46	-52.38|23900.57
cpd01078	10000000.0|10000000.0	nan
cpd01079	10000000.0|10000000.0	nan
cpd01080	-60.83|1.41	282.47|1.45
cpd01081	10000000.0|10000000.0	nan
cpd01082	-235.12|2.45	-60.98|2.60
cpd01084	-89.59|0.65	64.92|23900.57
cpd01085	10000000.0|10000000.0	nan
cpd01086	-47.26|2.35	137.02|23900.57
cpd01087	-11.53|0.86	57.84|0.66
cpd01088	-24.33|0.56	132.85|0.70
cpd01089	-86.12|1.38	-35.62|23900.57
cpd01090	125.08|9.52	nan
cpd01091	-108.99|1.45	52.56|1.11
cpd01092	-116.06|1.97	-35.33|1.53
cpd01093	-288.57|2.41	78.38|1.75
cpd01094	10000000.0|10000000.0	280.33|23900.57
cpd01095	33.98|7.39	173.29|56445.16
cpd01096	-342.12|4.81	4.86|15009.22
cpd01097	-69.97|3.06	73.98|33800.52
cpd01098	-165.99|7.11	nan
cpd01099	72.42|7.52	nan
cpd01100	-84.69|2.52	-16.50|23900.57
cpd01101	-95.7|0.5	-70.91|0.48
cpd01102	-103.77|1.47	111.93|1.86
cpd01103	11.54|4.93	nan
cpd01104	-63.84|2.91	nan
cpd01105	-190.44|0.76	-73.30|0.37
cpd01106	-84.87|0.45	43.25|0.90
cpd01107	-73.79|0.72	113.20|0.73
cpd01108	-293.68|2.72	-248.52|2.60
cpd01109	-1.09|1.25	153.58|1.25
cpd01110	-335.47|6.51	-252.33|30018.44
cpd01111	-673.08|3.7	nan
cpd01112	-215.96|0.9	-100.77|0.29
cpd01113	-80.27|0.38	28.57|0.39
cpd01114	-83.63|1.05	-6.27|0.71
cpd01115	-48.65|0.97	124.34|0.90
cpd01116	33.98|1.5	88.40|1.08
cpd01117	-128.45|2.63	6.96|3.30
cpd01118	-106.11|2.96	nan
cpd01119	nan	nan
cpd01120	-318.76|9.89	-37.80|77056.15
cpd01121	-190.66|5.17	nan
cpd01122	-16.11|1.44	281.75|1.49
cpd01123	-101.26|0.86	-64.55|0.53
cpd01124	0.21|1.74	128.46|1.34
cpd01125	10000000.0|10000000.0	nan
cpd01126	-75.41|0.63	92.04|0.64
cpd01128	-279.91|2.71	-92.70|1.99
cpd01129	-135.68|1.0	-92.15|0.66
cpd01130	-64.83|1.21	326.91|1.57
cpd01131	10000000.0|10000000.0	156.89|23900.57
cpd01132	-13.77|3.44	nan
cpd01133	-694.61|5.75	-287.25|1.21
cpd01134	-196.23|1.2	-161.76|16900.26
cpd01135	-193.13|2.44	-136.32|3.15
cpd01136	-102.75|3.89	15.30|32834.59
cpd01137	-74.5|1.24	61.92|1.05
cpd01138	-195.82|0.51	-127.75|0.31
cpd01139	10000000.0|10000000.0	nan
cpd01140	-725.22|2.77	-521.42|1.24
cpd01141	-68.17|1.5	5.87|2.42
cpd01142	-338.54|2.84	-148.22|0.60
cpd01143	10000000.0|10000000.0	nan
cpd01144	-300.32|2.69	-128.89|0.72
cpd01145	-130.02|3.76	295.65|23900.57
cpd01146	-133.58|1.61	117.30|23900.57
cpd01147	-30.57|0.81	185.04|0.79
cpd01148	-222.6|3.03	-77.03|0.75
cpd01149	-114.36|1.2	44.28|0.93
cpd01150	-22.54|0.69	24.13|0.59
cpd01151	-280.06|4.41	-48.26|6.07
cpd01152	-215.96|0.9	nan
cpd01153	nan	nan
cpd01154	-63.9|2.06	171.08|1.55
cpd01155	-4.4|0.59	146.11|0.75
cpd01156	32.58|7.48	nan
cpd01157	-365.46|3.23	-92.23|1.14
cpd01158	-133.46|2.08	nan
cpd01159	-88.41|2.83	71.18|1.37
cpd01160	-3.75|0.69	72.21|0.81
cpd01161	-232.43|0.81	-124.84|0.31
cpd01162	-219.45|1.87	-26.23|1.68
cpd01163	-231.34|1.12	nan
cpd01164	-182.05|1.5	-64.31|0.26
cpd01165	-440.91|5.8	nan
cpd01166	-16.48|2.11	82.42|1.01
cpd01167	-140.87|3.27	-84.02|2.03
cpd01168	10000000.0|10000000.0	nan
cpd01169	-84.24|2.17	-141.41|15009.22
cpd01170	52.3|6.85	301.43|56445.16
cpd01171	-225.44|0.99	-89.47|0.48
cpd01172	10000000.0|10000000.0	nan
cpd01173	10000000.0|10000000.0	314.16|7.83
cpd01174	-106.72|5.64	-14.90|7504.61
cpd01175	-278.91|1.02	-26.48|23900.57
cpd01176	-138.64|2.41	-72.48|2.83
cpd01177	2.96|1.45	88.50|2.13
cpd01178	-378.54|2.64	nan
cpd01179	-38.47|1.33	281.48|1.42
cpd01180	-274.1|3.32	-114.63|23900.57
cpd01181	-47.95|1.68	86.22|1.28
cpd01182	-60.28|1.79	-14.07|1.16
cpd01183	-76.94|1.0	40.28|0.83
cpd01184	-219.17|1.36	-101.93|0.30
cpd01185	-232.43|0.81	-124.84|0.31
cpd01186	-181.19|0.72	-63.41|0.44
cpd01187	-225.44|0.99	-90.41|0.36
cpd01188	32.74|9.58	396.08|75153.24
cpd01189	-378.54|2.64	-162.56|0.67
cpd01190	-307.77|1.62	-99.04|16900.26
cpd01191	-9.67|2.98	98.23|1.88
cpd01192	-376.76|3.02	nan
cpd01193	-62.61|3.6	-73.74|15009.22
cpd01194	-144.45|0.71	-103.84|0.65
cpd01196	10000000.0|10000000.0	nan
cpd01197	-50.63|3.07	67.10|0.86
cpd01198	-407.4|5.29	70.54|2.93
cpd01199	1.44|0.65	195.06|0.69
cpd01200	-377.65|2.77	-165.62|0.55
cpd01201	-232.85|2.54	21.28|2.05
cpd01202	-87.74|0.88	-9.10|0.67
cpd01203	0.2|1.96	103.80|1.39
cpd01204	22.08|1.34	119.58|2.12
cpd01205	-194.56|2.11	266.73|1.43
cpd01206	39.11|2.81	145.61|2.05
cpd01207	-299.33|3.39	-171.98|23900.57
cpd01208	-49.38|0.88	-11.07|1.07
cpd01209	-91.5|1.83	18.44|23900.57
cpd01210	17.0|6.92	334.31|56445.16
cpd01211	22.2|5.69	nan
cpd01212	76.07|2.78	nan
cpd01213	-119.12|1.08	nan
cpd01214	-319.42|3.79	28.76|2.31
cpd01215	-60.89|1.28	117.92|1.88
cpd01216	10000000.0|10000000.0	nan
cpd01217	-151.93|2.79	-30.68|0.85
cpd01218	-43.25|6.17	nan
cpd01220	14.98|0.97	133.70|1.53
cpd01221	nan	nan
cpd01222	-61.46|1.08	-4.62|1.01
cpd01223	-62.7|0.56	-14.74|0.30
cpd01224	-71.75|1.1	-10.09|0.74
cpd01225	-483.23|5.12	270.23|6.26
cpd01226	10000000.0|10000000.0	nan
cpd01227	-19.01|1.95	151.80|28856.88
cpd01228	-118.36|6.82	-26.92|56445.16
cpd01229	12.02|2.69	-28.08|15009.22
cpd01230	10000000.0|10000000.0	nan
cpd01231	21.45|1.77	126.98|11521.82
cpd01232	nan	nan
cpd01233	-634.09|2.97	-398.34|1.27
cpd01234	15.38|6.92	nan
cpd01235	10000000.0|10000000.0	nan
cpd01236	10000000.0|10000000.0	nan
cpd01237	-865.07|8.06	-338.20|56445.16
cpd01238	-5.65|3.54	88.42|23900.57
cpd01239	-143.12|0.52	-66.36|0.24
cpd01240	10000000.0|10000000.0	nan
cpd01241	-84.68|0.34	23.25|0.35
cpd01242	-141.5|0.54	-45.23|0.22
cpd01243	37.37|6.91	289.48|56445.16
cpd01244	43.63|2.86	nan
cpd01245	10000000.0|10000000.0	nan
cpd01246	nan	nan
cpd01247	nan	nan
cpd01248	10000000.0|10000000.0	nan
cpd01249	-7.74|2.52	195.18|2.42
cpd01250	20.68|1.59	370.56|1.46
cpd01251	-156.37|1.36	nan
cpd01252	-50.8|6.33	nan
cpd01253	59.69|1.59	130.09|1.20
cpd01254	-313.58|3.48	-163.87|23900.57
